"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","EN","EN.Overdose","duration"
100,"titeet",3.5,4.1,5.4,8.2,5.5,26.7,-1,23.15
100,"bfet",3.87,5.07,6.42,9.95,9.88,35.19,-1,24.6
97,"ours0.s1",12.13,11.97,6.8,1.6,0.23,32.74,1.83,29.25
97,"ours0.s2",0.01,0.07,0.18,0.09,0,0.35,0.09,29.67
97,"bf.s1",11.67,12.37,6.94,1.6,0.2,32.78,1.8,29.43
97,"bf.s2",0,0,0,0,0,0,0,29.43
97,"ours1.s1",10.5,10.89,6.52,1.73,0.35,29.99,2.08,19.75
97,"ours1.s2",1.22,0.58,0.31,0.11,0.02,2.25,0.13,22.31
97,"ours2.s1",10.52,10.92,6.56,1.6,0.3,29.91,1.91,19.65
97,"ours2.s2",1.28,0.65,0.36,0.11,0.02,2.42,0.13,22.35
97,"titeet",8.5,6.6,2.9,0.8,0.1,18.9,0.9,13.86
97,"bfet",10.86,11.96,7.63,2.38,0.61,33.43,2.99,22.7
72,"ours0.s1",5.71,11.02,10.49,8.15,4.47,39.85,-1,51.3
72,"ours0.s2",0.04,0.25,0.59,0.69,0.35,1.92,-1,54.49
72,"bf.s1",4.45,9.82,11.15,8.81,4.51,38.73,-1,51.27
72,"bf.s2",0,0,0,0,0,0,-1,51.27
72,"ours1.s1",5.21,9.48,9.12,7.57,4.62,35.99,-1,42.92
72,"ours1.s2",0.21,1.27,1.44,0.96,0.35,4.22,-1,49.28
72,"ours2.s1",5.2,9.47,9.11,7.58,4.59,35.95,-1,42.78
72,"ours2.s2",0.33,1.39,1.66,1.18,0.38,4.94,-1,49.95
72,"titeet",3.7,7.4,6,4.1,1.7,22.9,-1,27.77
72,"bfet",3.93,10.23,11.44,9.87,6.18,41.66,-1,55.5
116,"ours0.s1",5.8,7.38,9.09,11.61,8.45,42.33,-1,38.46
116,"ours0.s2",0,0,0.05,0.39,0.75,1.2,-1,39.74
116,"bf.s1",4.61,7.07,9.79,11.83,8.38,41.67,-1,38.42
116,"bf.s2",0,0,0,0,0,0,-1,38.42
116,"ours1.s1",5.73,7.22,8.79,10.95,8.5,41.2,-1,32.04
116,"ours1.s2",0.01,0.04,0.14,0.65,0.72,1.56,-1,33.81
116,"ours2.s1",5.8,7.26,8.95,10.93,8.58,41.53,-1,32.1
116,"ours2.s2",0.01,0.04,0.2,0.76,0.93,1.95,-1,34.18
116,"titeet",3.5,4.1,5.2,8,5.7,26.5,-1,24.14
116,"bfet",4.13,5.6,7.46,11.69,9.97,38.85,-1,37.9
177,"ours0.s1",12.47,12.61,6.83,1.54,0.21,33.66,1.74,26.25
177,"ours0.s2",0,0.03,0.15,0.09,0.01,0.29,0.1,26.52
177,"bf.s1",11.98,12.88,7.05,1.5,0.16,33.57,1.66,26.24
177,"bf.s2",0,0,0,0,0,0,0,26.24
177,"ours1.s1",12.26,12.23,6.96,1.69,0.24,33.38,1.93,19.72
177,"ours1.s2",0.03,0.09,0.16,0.08,0.01,0.37,0.09,20.11
177,"ours2.s1",12.26,12.24,6.95,1.6,0.24,33.28,1.83,19.6
177,"ours2.s2",0.03,0.07,0.23,0.12,0.02,0.47,0.14,20.06
177,"titeet",8.2,6.8,3.3,1,0.2,19.5,1.2,12.63
177,"bfet",11.59,13.25,7.96,2.38,0.56,35.74,2.94,23.8
48,"ours0.s1",5.71,11.02,10.49,8.15,4.47,39.85,-1,51.3
48,"ours0.s2",0.04,0.25,0.59,0.69,0.35,1.92,-1,54.49
48,"bf.s1",4.45,9.82,11.15,8.81,4.51,38.73,-1,51.27
48,"bf.s2",0,0,0,0,0,0,-1,51.27
48,"ours1.s1",5.21,9.48,9.12,7.57,4.62,35.99,-1,42.92
48,"ours1.s2",0.21,1.27,1.44,0.96,0.35,4.22,-1,49.28
48,"ours2.s1",5.2,9.47,9.11,7.58,4.59,35.95,-1,42.78
48,"ours2.s2",0.33,1.39,1.66,1.18,0.38,4.94,-1,49.95
48,"titeet",3.7,7.4,6,4.1,1.7,22.9,-1,27.77
48,"bfet",3.93,10.23,11.44,9.87,6.18,41.66,-1,55.5
108,"ours0.s1",5.86,7.28,9.01,11.38,8.48,42,-1,37.17
108,"ours0.s2",0,0,0.06,0.42,0.73,1.21,-1,38.47
108,"bf.s1",4.57,7.01,9.68,11.58,8.39,41.24,-1,37.19
108,"bf.s2",0,0,0,0,0,0,-1,37.19
108,"ours1.s1",5.62,6.8,7.98,10.08,8.43,38.91,-1,27.42
108,"ours1.s2",0.05,0.2,0.55,1.1,0.72,2.62,-1,30.38
108,"ours2.s1",5.59,6.75,7.97,10.13,8.48,38.92,-1,27.48
108,"ours2.s2",0.09,0.3,0.72,1.22,0.93,3.26,-1,30.92
108,"titeet",3.5,4.1,5.3,8.1,5.7,26.7,-1,23.54
108,"bfet",4.04,5.35,7.13,11.25,10,37.76,-1,31.2
124,"ours0.s1",5.75,7.23,8.96,11.16,8.51,41.61,-1,36.45
124,"ours0.s2",0,0.01,0.07,0.45,0.71,1.24,-1,37.82
124,"bf.s1",4.55,6.97,9.58,11.3,8.39,40.8,-1,36.49
124,"bf.s2",0,0,0,0,0,0,-1,36.49
124,"ours1.s1",5.48,6.07,6.93,8.92,8.25,35.64,-1,24.31
124,"ours1.s2",0.18,0.58,1.21,1.89,0.8,4.66,-1,29
124,"ours2.s1",5.38,6.14,6.91,8.97,8.24,35.64,-1,24.34
124,"ours2.s2",0.26,0.77,1.55,2.09,0.89,5.56,-1,29.58
124,"titeet",3.5,4.1,5.4,8.2,5.5,26.7,-1,23.15
124,"bfet",3.87,5.07,6.42,9.95,9.88,35.19,-1,24.6
140,"ours0.s1",5.8,7.38,9.09,11.61,8.45,42.33,-1,38.46
140,"ours0.s2",0,0,0.05,0.39,0.75,1.2,-1,39.74
140,"bf.s1",4.61,7.07,9.79,11.83,8.38,41.67,-1,38.42
140,"bf.s2",0,0,0,0,0,0,-1,38.42
140,"ours1.s1",5.73,7.22,8.79,10.95,8.5,41.2,-1,32.04
140,"ours1.s2",0.01,0.04,0.14,0.65,0.72,1.56,-1,33.81
140,"ours2.s1",5.8,7.26,8.95,10.93,8.58,41.53,-1,32.1
140,"ours2.s2",0.01,0.04,0.2,0.76,0.93,1.95,-1,34.18
140,"titeet",3.5,4.1,5.2,8,5.7,26.5,-1,24.14
140,"bfet",4.13,5.6,7.46,11.69,9.97,38.85,-1,37.9
201,"ours0.s1",12.47,12.61,6.83,1.54,0.21,33.66,1.74,26.25
201,"ours0.s2",0,0.03,0.15,0.09,0.01,0.29,0.1,26.52
201,"bf.s1",11.98,12.88,7.05,1.5,0.16,33.57,1.66,26.24
201,"bf.s2",0,0,0,0,0,0,0,26.24
201,"ours1.s1",12.26,12.23,6.96,1.69,0.24,33.38,1.93,19.72
201,"ours1.s2",0.03,0.09,0.16,0.08,0.01,0.37,0.09,20.11
201,"ours2.s1",12.26,12.24,6.95,1.6,0.24,33.28,1.83,19.6
201,"ours2.s2",0.03,0.07,0.23,0.12,0.02,0.47,0.14,20.06
201,"titeet",8.2,6.8,3.3,1,0.2,19.5,1.2,12.63
201,"bfet",11.59,13.25,7.96,2.38,0.56,35.74,2.94,23.8
76,"ours0.s1",5.75,7.23,8.96,11.16,8.51,41.61,-1,36.45
76,"ours0.s2",0,0.01,0.07,0.45,0.71,1.24,-1,37.82
76,"bf.s1",4.55,6.97,9.58,11.3,8.39,40.8,-1,36.49
76,"bf.s2",0,0,0,0,0,0,-1,36.49
76,"ours1.s1",5.48,6.07,6.93,8.92,8.25,35.64,-1,24.31
76,"ours1.s2",0.18,0.58,1.21,1.89,0.8,4.66,-1,29
76,"ours2.s1",5.38,6.14,6.91,8.97,8.24,35.64,-1,24.34
76,"ours2.s2",0.26,0.77,1.55,2.09,0.89,5.56,-1,29.58
76,"titeet",3.5,4.1,5.4,8.2,5.5,26.7,-1,23.15
76,"bfet",3.87,5.07,6.42,9.95,9.88,35.19,-1,24.6
98,"ours0.s1",8.87,12.53,8.96,3.58,0.73,34.67,4.3,31.99
98,"ours0.s2",0.01,0.04,0.39,0.31,0.05,0.8,0.37,32.88
98,"bf.s1",8.07,12.4,9.16,3.68,0.74,34.05,4.42,31.99
98,"bf.s2",0,0,0,0,0,0,0,31.99
98,"ours1.s1",7.7,10.94,8.2,3.6,0.86,31.3,4.47,21.17
98,"ours1.s2",0.64,1.04,0.75,0.33,0.04,2.8,0.38,24.18
98,"ours2.s1",7.74,11,8.39,3.56,0.8,31.49,4.36,21.39
98,"ours2.s2",0.8,1.09,0.81,0.4,0.06,3.16,0.46,24.54
98,"titeet",5.8,8.8,5.3,2,0.4,22.3,2.4,17.23
98,"bfet",6.24,11.53,9.57,4.85,1.35,33.55,6.2,23.7
153,"ours0.s1",12.47,12.61,6.83,1.54,0.21,33.66,1.74,26.25
153,"ours0.s2",0,0.03,0.15,0.09,0.01,0.29,0.1,26.52
153,"bf.s1",11.98,12.88,7.05,1.5,0.16,33.57,1.66,26.24
153,"bf.s2",0,0,0,0,0,0,0,26.24
153,"ours1.s1",12.26,12.23,6.96,1.69,0.24,33.38,1.93,19.72
153,"ours1.s2",0.03,0.09,0.16,0.08,0.01,0.37,0.09,20.11
153,"ours2.s1",12.26,12.24,6.95,1.6,0.24,33.28,1.83,19.6
153,"ours2.s2",0.03,0.07,0.23,0.12,0.02,0.47,0.14,20.06
153,"titeet",8.2,6.8,3.3,1,0.2,19.5,1.2,12.63
153,"bfet",11.59,13.25,7.96,2.38,0.56,35.74,2.94,23.8
154,"ours0.s1",9.14,13.05,9.33,3.61,0.66,35.79,4.27,28.52
154,"ours0.s2",0,0.02,0.23,0.27,0.04,0.56,0.31,29.03
154,"bf.s1",8.21,12.9,9.54,3.72,0.66,35.02,4.38,28.47
154,"bf.s2",0,0,0,0,0,0,0,28.47
154,"ours1.s1",9.08,12.64,9.15,3.69,0.71,35.28,4.4,21.01
154,"ours1.s2",0.02,0.08,0.35,0.25,0.04,0.74,0.29,21.75
154,"ours2.s1",8.9,12.69,9.34,3.72,0.75,35.4,4.47,21.15
154,"ours2.s2",0.03,0.09,0.39,0.38,0.07,0.95,0.45,22.04
154,"titeet",5.7,8.8,5.2,2.2,0.5,22.4,2.7,15.26
154,"bfet",6.65,12.39,10.41,4.97,1.26,35.68,6.23,25.2
178,"ours0.s1",9.14,13.05,9.33,3.61,0.66,35.79,4.27,28.52
178,"ours0.s2",0,0.02,0.23,0.27,0.04,0.56,0.31,29.03
178,"bf.s1",8.21,12.9,9.54,3.72,0.66,35.02,4.38,28.47
178,"bf.s2",0,0,0,0,0,0,0,28.47
178,"ours1.s1",9.08,12.64,9.15,3.69,0.71,35.28,4.4,21.01
178,"ours1.s2",0.02,0.08,0.35,0.25,0.04,0.74,0.29,21.75
178,"ours2.s1",8.9,12.69,9.34,3.72,0.75,35.4,4.47,21.15
178,"ours2.s2",0.03,0.09,0.39,0.38,0.07,0.95,0.45,22.04
178,"titeet",5.7,8.8,5.2,2.2,0.5,22.4,2.7,15.26
178,"bfet",6.65,12.39,10.41,4.97,1.26,35.68,6.23,25.2
209,"ours0.s1",12.72,12.89,6.75,1.45,0.19,34,1.64,27.74
209,"ours0.s2",0,0.03,0.13,0.08,0.02,0.25,0.09,27.99
209,"bf.s1",12.18,13.2,7.07,1.46,0.16,34.05,1.61,27.72
209,"bf.s2",0,0,0,0,0,0,0,27.72
209,"ours1.s1",12.52,12.63,7.01,1.66,0.24,34.06,1.89,23.99
209,"ours1.s2",0.01,0.04,0.12,0.09,0.01,0.27,0.1,24.25
209,"ours2.s1",12.52,12.62,6.99,1.59,0.23,33.95,1.82,23.86
209,"ours2.s2",0,0.04,0.19,0.11,0.01,0.35,0.12,24.18
209,"titeet",8.3,6.7,3.3,1,0.2,19.5,1.2,13.43
209,"bfet",11.72,13.64,8.03,2.39,0.52,36.3,2.91,29.8
193,"ours0.s1",12.18,12.29,6.9,1.52,0.17,33.05,1.69,25.14
193,"ours0.s2",0.01,0.05,0.17,0.09,0.02,0.34,0.11,25.48
193,"bf.s1",11.79,12.49,6.95,1.53,0.17,32.93,1.7,25.26
193,"bf.s2",0,0,0,0,0,0,0,25.26
193,"ours1.s1",11.46,11.46,6.62,1.64,0.29,31.47,1.93,16.04
193,"ours1.s2",0.47,0.33,0.24,0.1,0.02,1.17,0.12,17.3
193,"ours2.s1",11.47,11.56,6.74,1.66,0.3,31.73,1.97,16.09
193,"ours2.s2",0.49,0.35,0.33,0.13,0.02,1.32,0.15,17.45
193,"titeet",8.3,6.8,3.2,0.9,0.2,19.4,1.1,12.1
193,"bfet",11.23,12.49,7.87,2.42,0.59,34.6,3.01,18.2
145,"ours0.s1",12.18,12.29,6.9,1.52,0.17,33.05,1.69,25.14
145,"ours0.s2",0.01,0.05,0.17,0.09,0.02,0.34,0.11,25.48
145,"bf.s1",11.79,12.49,6.95,1.53,0.17,32.93,1.7,25.26
145,"bf.s2",0,0,0,0,0,0,0,25.26
145,"ours1.s1",11.46,11.46,6.62,1.64,0.29,31.47,1.93,16.04
145,"ours1.s2",0.47,0.33,0.24,0.1,0.02,1.17,0.12,17.3
145,"ours2.s1",11.47,11.56,6.74,1.66,0.3,31.73,1.97,16.09
145,"ours2.s2",0.49,0.35,0.33,0.13,0.02,1.32,0.15,17.45
145,"titeet",8.3,6.8,3.2,0.9,0.2,19.4,1.1,12.1
145,"bfet",11.23,12.49,7.87,2.42,0.59,34.6,3.01,18.2
210,"ours0.s1",9.27,13.24,9.43,3.69,0.65,36.29,4.34,29.82
210,"ours0.s2",0,0.01,0.23,0.21,0.03,0.49,0.24,30.29
210,"bf.s1",8.27,13.12,9.68,3.81,0.67,35.56,4.49,29.76
210,"bf.s2",0,0,0,0,0,0,0,29.76
210,"ours1.s1",9.1,12.99,9.37,3.56,0.68,35.7,4.24,25.2
210,"ours1.s2",0,0.02,0.26,0.24,0.03,0.55,0.27,25.7
210,"ours2.s1",9.14,12.88,9.44,3.69,0.73,35.89,4.43,25.2
210,"ours2.s2",0,0.03,0.3,0.31,0.06,0.69,0.37,25.82
210,"titeet",5.8,8.7,5.2,2.2,0.5,22.4,2.7,16.08
210,"bfet",6.77,12.52,10.67,5.1,1.28,36.33,6.38,31.7
146,"ours0.s1",8.98,12.6,9.2,3.55,0.65,34.98,4.2,27.53
146,"ours0.s2",0.01,0.02,0.33,0.29,0.05,0.7,0.34,28.18
146,"bf.s1",8.07,12.61,9.36,3.72,0.69,34.45,4.41,27.6
146,"bf.s2",0,0,0,0,0,0,0,27.6
146,"ours1.s1",8.36,11.78,8.65,3.7,0.79,33.28,4.49,17.5
146,"ours1.s2",0.27,0.49,0.59,0.32,0.04,1.7,0.36,19.17
146,"ours2.s1",8.35,11.78,8.65,3.6,0.78,33.15,4.38,17.49
146,"ours2.s2",0.32,0.54,0.65,0.39,0.07,1.97,0.46,19.35
146,"titeet",5.7,8.8,5.3,2.2,0.5,22.5,2.7,14.98
146,"bfet",6.39,11.84,9.99,4.96,1.33,34.51,6.29,18.9
161,"ours0.s1",12.72,12.89,6.75,1.45,0.19,34,1.64,27.74
161,"ours0.s2",0,0.03,0.13,0.08,0.02,0.25,0.09,27.99
161,"bf.s1",12.18,13.2,7.07,1.46,0.16,34.05,1.61,27.72
161,"bf.s2",0,0,0,0,0,0,0,27.72
161,"ours1.s1",12.52,12.63,7.01,1.66,0.24,34.06,1.89,23.99
161,"ours1.s2",0.01,0.04,0.12,0.09,0.01,0.27,0.1,24.25
161,"ours2.s1",12.52,12.62,6.99,1.59,0.23,33.95,1.82,23.86
161,"ours2.s2",0,0.04,0.19,0.11,0.01,0.35,0.12,24.18
161,"titeet",8.3,6.7,3.3,1,0.2,19.5,1.2,13.43
161,"bfet",11.72,13.64,8.03,2.39,0.52,36.3,2.91,29.8
92,"ours0.s1",5.8,7.38,9.09,11.61,8.45,42.33,-1,38.46
92,"ours0.s2",0,0,0.05,0.39,0.75,1.2,-1,39.74
92,"bf.s1",4.61,7.07,9.79,11.83,8.38,41.67,-1,38.42
92,"bf.s2",0,0,0,0,0,0,-1,38.42
92,"ours1.s1",5.73,7.22,8.79,10.95,8.5,41.2,-1,32.04
92,"ours1.s2",0.01,0.04,0.14,0.65,0.72,1.56,-1,33.81
92,"ours2.s1",5.8,7.26,8.95,10.93,8.58,41.53,-1,32.1
92,"ours2.s2",0.01,0.04,0.2,0.76,0.93,1.95,-1,34.18
92,"titeet",3.5,4.1,5.2,8,5.7,26.5,-1,24.14
92,"bfet",4.13,5.6,7.46,11.69,9.97,38.85,-1,37.9
83,"ours0.s1",6.2,8.27,11.44,9.76,4.67,40.33,-1,36.07
83,"ours0.s2",0,0.01,0.22,0.74,0.45,1.41,-1,37.6
83,"bf.s1",5.05,7.95,11.52,10.11,4.6,39.24,-1,36.14
83,"bf.s2",0,0,0,0,0,0,-1,36.14
83,"ours1.s1",6.07,7.46,10.43,9.09,4.75,37.81,-1,26.87
83,"ours1.s2",0.07,0.25,0.92,1.16,0.44,2.84,-1,29.91
83,"ours2.s1",6.03,7.52,10.46,9.02,4.67,37.7,-1,26.82
83,"ours2.s2",0.12,0.35,0.98,1.24,0.53,3.21,-1,30.11
83,"titeet",4,5,8,5.9,2.6,25.5,-1,21.46
83,"bfet",4.33,5.93,11.18,11.19,6.21,38.83,-1,32.4
186,"ours0.s1",9.27,13.24,9.43,3.69,0.65,36.29,4.34,29.82
186,"ours0.s2",0,0.01,0.23,0.21,0.03,0.49,0.24,30.29
186,"bf.s1",8.27,13.12,9.68,3.81,0.67,35.56,4.49,29.76
186,"bf.s2",0,0,0,0,0,0,0,29.76
186,"ours1.s1",9.1,12.99,9.37,3.56,0.68,35.7,4.24,25.2
186,"ours1.s2",0,0.02,0.26,0.24,0.03,0.55,0.27,25.7
186,"ours2.s1",9.14,12.88,9.44,3.69,0.73,35.89,4.43,25.2
186,"ours2.s2",0,0.03,0.3,0.31,0.06,0.69,0.37,25.82
186,"titeet",5.8,8.7,5.2,2.2,0.5,22.4,2.7,16.08
186,"bfet",6.77,12.52,10.67,5.1,1.28,36.33,6.38,31.7
91,"ours0.s1",6.23,8.3,11.78,9.97,4.55,40.83,-1,37.59
91,"ours0.s2",0,0.01,0.18,0.67,0.43,1.28,-1,38.98
91,"bf.s1",5.07,8.01,11.76,10.34,4.5,39.69,-1,37.5
91,"bf.s2",0,0,0,0,0,0,-1,37.5
91,"ours1.s1",6.1,8.02,11.3,9.69,4.86,39.97,-1,31.55
91,"ours1.s2",0.01,0.06,0.38,0.81,0.43,1.69,-1,33.41
91,"ours2.s1",6.25,7.99,11.33,9.58,4.78,39.93,-1,31.44
91,"ours2.s2",0.02,0.07,0.41,0.98,0.57,2.05,-1,33.61
91,"titeet",3.9,5,7.7,5.8,2.7,25.1,-1,21.99
91,"bfet",4.4,6.09,11.44,11.83,6.13,39.9,-1,39.6
